PMID	CUI	Preferred_name	sem_group	score
25473543	C3536863	Electrolyte [EPC]	phsu	3.68
25473543	C1705285	Mutation Abnormality	comd	3.68
25473543	C4048285	C-Reactive Protein, human	aapp	3.64
25473543	C4048285	C-Reactive Protein, human	imft	3.64
25473543	C2825142	Experimental Result	fndg	3.52
25473543	C1546471	What subject filter - Result	idcn	3.52
25473543	C0205179	Advanced phase	qlco	3.48
25473543	C1278908	Entire lung	bpoc	3.48
25473543	C0819757	Structure of parenchyma of lung	tisu	3.48
25473543	C0205210	Clinical	qlco	3.43
25473543	C1279919	Early	tmco	3.43
25473543	C1553058	Neuropsychologist - Clinical	prog	3.43
25473543	C0237412	Psychologist - Clinical	prog	3.43
25473543	C0497591	Social Worker - Clinical	prog	3.43
25473543	C0205449	Three	qnco	3.43
25473543	C0038990	Sweating	fndg	19.19
25473543	C0038984	Sweat	bdsu	9.73
25473543	C2347634	Population Mean	qnco	7.00
25473543	C2348143	Sample Mean	qnco	7.00
25473543	C0444504	Statistical mean	qnco	7.00
25473543	C1561566	FEV1 Adverse Event	fndg	5.18
25473543	C1441672	Observed	ftcn	5.18
25473543	C0849974	Pulmonary Function Test/Forced Expiratory Volume 1	diap	5.18
25473543	C0439230	week	tmco	3.63
25473543	C0860861	cl- decreased	fndg	3.56
25473543	C0442805	Increase	ftcn	3.56
25473543	C0392756	Reduced	qlco	3.54
25473543	C0301630	Reduction (chemical)	npop	3.54
25473543	C0441610	Reduction - action	topp	3.54
25473543	C1516077	At	spco	3.48
25473543	C4049625	GATM wt Allele	gngm	3.48
25473543	C0428295	Cystic fibrosis sweat test	lbpr	3.44
25473543	C1304760	Sweat chloride level result	lbtr	3.44
25473543	C1532563	Millimole per Liter	qnco	3.68
25473543	C0043094	Weight Gain	fndg	27.26
25473543	C0282461	Phase 3 Clinical Trials	resa	22.57
25473543	C0038990	Sweating	fndg	19.21
25473543	C0037981	Spirometry	diap	16.07
25473543	C0038984	Sweat	bdsu	9.75
25473543	C0376315	Manufactured form	mnob	6.60
25473543	C0013832	Electrolytes	inch	6.59
25473543	C0013832	Electrolytes	phsu	6.59
25473543	C1518422	Negation	ftcn	5.18
25473543	C0884358	Performed	ftcn	5.18
25473543	C2911647	Weight Gain Adverse Event	fndg	5.18
25473543	C1707455	Comparison	acty	3.68
25473543	C2348205	Similarity	qlco	3.59
25473543	C0392756	Reduced	qlco	3.57
25473543	C0301630	Reduction (chemical)	npop	3.57
25473543	C0441610	Reduction - action	topp	3.57
25473543	C2986411	Improvement	cnce	3.55
25473543	C0684224	Report (document)	inpr	3.55
25473543	C0700287	Reporting	hlca	3.55
25473543	C1522492	Formation	ftcn	3.45
25473543	C0348078	Qualitative form	qlco	3.45
25473543	C3536863	Electrolyte [EPC]	phsu	3.44
27745802	C1314792	Etiology	ftcn	13.03
27745802	C0010674	Cystic Fibrosis	dsyn	11.49
27745802	C0015127	Etiology aspects	ftcn	9.88
27745802	C0001675	Adult	aggp	9.74
27745802	C1837655	Multifactorial	fndg	5.18
27745802	C3266069	Bone density below reference range	fndg	3.85
27745802	C1524003	Science of Etiology	cnce	3.57
27745802	C0033213	Problem	fndg	3.56
27745802	C3854081	Problem:Find:Pt:^Patient:Nom	clna	3.56
27745802	C0205214	Common (qualifier value)	qnco	3.43
27745802	C3245511	Common Specifications in HL7 V3 Publishing	inpr	3.43
27745802	C1522138	shared attribute	ftcn	3.43
27745802	C0009738	Congo	geoa	16.05
27745802	C0206243	Carrying	acty	14.64
27745802	C3264621	ivacaftor	orch	14.64
27745802	C3264621	ivacaftor	phsu	14.64
27745802	C0030705	Patients	podg	6.59
27745802	C0184511	Improved	qlco	5.18
27745802	C0369773	P Blood group antibodies	aapp	5.18
27745802	C0369773	P Blood group antibodies	imft	5.18
27745802	C2603361	P prime	clna	5.18
27745802	C1999230	Providing (action)	acty	5.18
27745802	C0557651	Room of building - Study	mnob	5.18
27745802	C2603343	Study	resa	5.18
27745802	C3887511	Evidence	idcn	3.68
27745802	C0205435	First (number)	qnco	3.50
27745802	C1279901	Firstly	qlco	3.50
27745802	C3811819	CFTR wt Allele	gngm	3.44
27745802	C0026882	Mutation	genf	9.94
27745802	C1705285	Mutation Abnormality	comd	3.63
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.34
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.34
27745802	C1448177	TNF protein, human	aapp	12.88
27745802	C1448177	TNF protein, human	bacs	12.88
27745802	C0029418	Osteoblasts	cell	9.73
27745802	C1947976	Correction (change)	ftcn	3.57
27745802	C1705565	Correction Report	inpr	3.57
27745802	C2827718	In Vitro Route of Administration	ftcn	3.55
27745802	C0021135	In Vitro [Publication Type]	inpr	3.55
27745802	C1533691	in vitro	qlco	3.55
27745802	C0681814	research study	resa	3.54
27745802	C1413365	CFTR gene	gngm	3.42
27745802	C0205225	Primary	qlco	3.42
27745802	C0439631	Primary operation	topp	3.42
27745802	C1948023	Stimulation (motivation)	npop	3.42
27745802	C0439612	True primary (qualifier value)	tmco	3.42
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	45.06
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	45.06
27745802	C0666364	TRANCE protein	aapp	38.68
27745802	C0666364	TRANCE protein	bacs	38.68
27745802	C0053933	bone resorption factor	aapp	13.09
27745802	C0666361	TNFSF11 protein, human	aapp	12.91
27745802	C0666361	TNFSF11 protein, human	bacs	12.91
27745802	C0033684	Proteins	aapp	6.61
27745802	C0033684	Proteins	bacs	6.61
27745802	C3156589	tumor necrosis factor (ligand) superfamily member 11 production	moft	3.63
27745802	C0033268	production	ocac	3.59
27745802	C1413365	CFTR gene	gngm	3.45
27745802	C0205216	Decreased	qnco	3.45
27745802	C0442797	Decreasing	qlco	3.45
27745802	C0522501	Massive	qlco	3.45
27745802	C3890560	Receptor Activator Nuclear KappaB Ligand Measurement	lbpr	3.45
27745802	C0392756	Reduced	qlco	3.45
27745802	C1367028	TNFSF11 gene	gngm	3.45
27745802	C1704863	TNFSF11 wt Allele	gngm	3.45
27745802	C0205164	Major	qlco	3.43
27745802	C0205082	Severe (severity modifier)	qlco	3.43
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	68.16
27745802	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	68.16
27745802	C0298973	Ataxia Telangiectasia Mutated Proteins	aapp	25.53
27745802	C0298973	Ataxia Telangiectasia Mutated Proteins	enzy	25.53
27745802	C0700325	Patient observation	hlca	16.30
27745802	C0085268	Bone remodeling	ortf	14.64
27745802	C0031843	physiological aspects	phsf	13.09
27745802	C0029432	Osteocytes	cell	13.00
27745802	C0302523	Observation in research	resa	9.99
27745802	C0031842	Physiology	bmod	9.94
27745802	C0391978	Bone Tissue	tisu	9.78
27745802	C1413365	CFTR gene	gngm	6.90
27745802	C1521997	Bone Remodelling Pathway	moft	5.18
27745802	C0205210	Clinical	qlco	5.18
27745802	C0184511	Improved	qlco	5.18
27745802	C1553058	Neuropsychologist - Clinical	prog	5.18
27745802	C0237412	Psychologist - Clinical	prog	5.18
27745802	C0497591	Social Worker - Clinical	prog	5.18
27745802	C0183683	Support, device	medd	5.18
27745802	C1521721	Supportive assistance	cnce	5.18
27745802	C1705535	suggestion	idcn	5.18
27745802	C0231542	Bone function	ortf	3.78
27745802	C0007613	Cell physiology	celf	3.75
27745802	C1325880	cellular process	celf	3.75
27745802	C3244290	Observations domain	ftcn	3.68
27745802	C1704666	Hyperlink	inpr	3.57
27745802	C1517892	Links List	inpr	3.57
27745802	C0222677	Cell of bone	cell	3.53
27745802	C1413336	CEL gene	gngm	3.48
27745802	C1948049	Cell (compartment)	spco	3.48
27745802	C1704653	Cell Device Component	medd	3.48
27745802	C0007634	Cells	cell	3.48
27745802	C1266908	Entire bone (organ)	bpoc	3.48
27745802	C1266909	Entire bony skeleton	bdsy	3.48
27745802	C1269647	Entire cell	cell	3.48
27745802	C0262950	Skeletal bone	bpoc	3.48
27745802	C1705285	Mutation Abnormality	comd	3.43
27745802	C0009738	Congo	geoa	16.08
27745802	C0005940	Bone Diseases	dsyn	6.83
27745802	C3539655	CDISC Findings Class	inpr	5.18
27745802	C1705117	Increment	qnco	5.18
27745802	C2926606	Procedure findings:Finding:Point in time:^Patient:Narrative	clna	5.18
27745802	C1882932	Representation (action)	acty	5.18
27745802	C2825408	Stair (equipment)	mnob	5.18
27745802	C1261552	Step (specific stage)	cnce	5.18
27745802	C3814463	Step Unit of Distance	qnco	5.18
27745802	C1704379	Treatment Step	ftcn	5.18
27745802	C2607943	findings aspects	ftcn	5.18
27745802	C3242274	new therapy	fndg	3.55
27745802	C0678723	Biologic Development	orgf	3.54
27745802	C1527148	Development	ftcn	3.54
27745802	C0439780	Forward	spco	3.54
27745802	C0243107	development aspects	phsf	3.54
27745802	C3245505	potential	qlco	3.54
27745802	C3811819	CFTR wt Allele	gngm	3.47
27745802	C0445223	Related personal status	fndg	3.47
27745802	C0439849	Relationships	qlco	3.47
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.53
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.53
27007499	C0010674	Cystic Fibrosis	dsyn	9.75
27007499	C0030705	Patients	podg	6.58
27007499	C1413365	CFTR gene	gngm	3.60
27007499	C0544885	Nonsense mutation	comd	3.57
27007499	C0439799	Channel	spco	3.54
27007499	C1706095	Channel Object	cnce	3.54
27007499	C2825142	Experimental Result	fndg	3.54
27007499	C1274040	Result	ftcn	3.54
27007499	C1546471	What subject filter - Result	idcn	3.54
27007499	C0033268	production	ocac	3.54
27007499	C0205214	Common (qualifier value)	qnco	3.42
27007499	C3245511	Common Specifications in HL7 V3 Publishing	inpr	3.42
27007499	C1522138	shared attribute	ftcn	3.42
27007499	C0087136	Unmarried	fndg	22.39
27007499	C0037179	Unmarried person	popg	22.39
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27007499	C0023376	Lesotho	geoa	16.22
27007499	C0033204	Probability	qnco	16.08
27007499	C2744579	ATP8A2 protein, human	aapp	13.01
27007499	C2744579	ATP8A2 protein, human	enzy	13.01
27007499	C0991556	Transdermal Patch	medd	6.70
27007499	C0596901	Membrane	celc	6.59
27007499	C0025255	Tissue membrane	tisu	6.59
27007499	C1305923	Polypeptides	aapp	6.58
27007499	C3842591	0%	fndg	5.18
27007499	C1547282	Show	anim	5.18
27007499	C3887647	Lymphotoxin-Alpha, human	aapp	3.60
27007499	C3887647	Lymphotoxin-Alpha, human	imft	3.60
27007499	C0230426	Structure of left thigh	bpoc	3.60
27007499	C1153410	channel activity	moft	3.57
27007499	C3890211	Low Mitosis-Karyorrhexis Index	qnco	3.56
27007499	C0205251	low	qlco	3.56
27007499	C1550472	low confidentiality	inpr	3.56
27007499	C4048187	low exposure	qlco	3.56
27007499	C1533128	Body tissue patch material	bodm	3.55
27007499	C0178602	Dosage	qnco	3.55
27007499	C0445403	Human patch material	bodm	3.55
27007499	C1707974	Patch - Extended Release Film	bodm	3.55
27007499	C0994894	Patch Dosage Form	medd	3.55
27007499	C1706366	Patch Dosing Unit	qnco	3.55
27007499	C0332461	Plaque (lesion)	fndg	3.55
27007499	C0522534	Saturated	phpr	3.55
27007499	C1305400	Surgical patch	medd	3.55
27007499	C0439799	Channel	spco	3.46
27007499	C1706095	Channel Object	cnce	3.46
27007499	C0175566	Open	spco	3.46
27007499	C0205171	Singular	qnco	3.46
27007499	C1706182	Membrane Device Component	mnob	3.43
27007499	C1413365	CFTR gene	gngm	3.42
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	45.14
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	45.14
27007499	C0010467	Curcumin	irda	25.71
27007499	C0010467	Curcumin	orch	25.71
27007499	C0010467	Curcumin	phsu	25.71
27007499	C0041714	United States Food and Drug Administration	hcro	25.69
27007499	C0012155	Diet	food	12.94
27007499	C1413365	CFTR gene	gngm	7.07
27007499	C2741958	VX-770	orch	3.68
27007499	C0205540	Approved	qlco	3.61
27007499	C0439799	Channel	spco	3.59
27007499	C1706095	Channel Object	cnce	3.59
27007499	C1948023	Stimulation (motivation)	npop	3.56
27007499	C0205448	Two	qnco	3.56
27007499	C1709060	Modulator Device Component	mnob	3.53
27007499	C0205198	Compound	qlco	3.48
27007499	C1706082	Compound (substance)	chem	3.48
27007499	C2699635	Dietary Route of Administration	ftcn	3.48
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.36
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.36
27007499	C2744579	ATP8A2 protein, human	aapp	14.64
27007499	C2744579	ATP8A2 protein, human	enzy	14.64
27007499	C0023688	Ligands	chem	12.88
27007499	C0033414	Promotion (action)	acty	5.18
27007499	C1153410	channel activity	moft	3.56
27007499	C1709060	Modulator Device Component	mnob	3.56
27007499	C0205198	Compound	qlco	3.54
27007499	C1706082	Compound (substance)	chem	3.54
27007499	C1413365	CFTR gene	gngm	3.43
27007499	C1689985	Absence (morphologic abnormality)	anab	3.42
27007499	C0332197	Absent	ftcn	3.42
27007499	C0302891	Native (qualifier value)	ftcn	3.42
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.40
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.40
27007499	C0031715	Phosphorylation	moft	12.90
27007499	C2744579	ATP8A2 protein, human	aapp	12.89
27007499	C2744579	ATP8A2 protein, human	enzy	12.89
27007499	C0441655	Activities	acty	5.18
27007499	C2741958	VX-770	orch	3.64
27007499	C0439799	Channel	spco	3.59
27007499	C1706095	Channel Object	cnce	3.59
27007499	C1701901	Conditional	qlco	3.57
27007499	C0851827	Dependent - ability	qlco	3.57
27007499	C1948023	Stimulation (motivation)	npop	3.57
27007499	C3244310	dependent	ftcn	3.57
27007499	C1689985	Absence (morphologic abnormality)	anab	3.56
27007499	C0332197	Absent	ftcn	3.56
27007499	C1413365	CFTR gene	gngm	3.48
27007499	C1158886	Protein phosphorylation	moft	3.44
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.39
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.39
27007499	C0086982	Signal Transduction Pathways	moft	13.14
27007499	C0028630	Nucleotides	nnon	9.77
27007499	C1515655	in vivo	spco	5.18
27007499	C2587213	Control function	ftcn	3.58
27007499	C0439799	Channel	spco	3.58
27007499	C1706095	Channel Object	cnce	3.58
27007499	C1879547	Activation action	acty	3.47
27007499	C1413365	CFTR gene	gngm	3.47
27007499	C0439596	Cyclical	tmco	3.47
27007499	C1511572	event cycle	tmco	3.47
27007499	C0010467	Curcumin	irda	27.26
27007499	C0010467	Curcumin	orch	27.26
27007499	C0010467	Curcumin	phsu	27.26
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
27007499	C0032729	Portugal	geoa	9.85
27007499	C0439799	Channel	spco	6.89
27007499	C1706095	Channel Object	cnce	6.89
27007499	C3842591	0%	fndg	5.18
27007499	C0587267	Closed	ftcn	5.18
27007499	C0015264	Exertion	orgf	5.18
27007499	C1435727	FABP6 protein, human	aapp	5.18
27007499	C1435727	FABP6 protein, human	bacs	5.18
27007499	C0175566	Open	spco	5.18
27007499	C1882151	Opening	spco	5.18
27007499	C2741958	VX-770	orch	3.75
27007499	C0994894	Patch Dosage Form	medd	3.68
27007499	C0442796	Additive	qlco	3.55
27007499	C1280500	Effect	qlco	3.55
27007499	C1550602	additive ingredient	sbst	3.55
27007499	C0442027	Oral	spco	3.54
27007499	C1413365	CFTR gene	gngm	3.42
27007499	C0449445	Approach	spco	3.40
27007499	C0332293	Treated with	topp	3.64
27007499	C1709060	Modulator Device Component	mnob	3.54
27007499	C0010467	Curcumin	irda	25.50
27007499	C0010467	Curcumin	orch	25.50
27007499	C0010467	Curcumin	phsu	25.50
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.34
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.34
27007499	C2741958	VX-770	orch	3.75
27007499	C0521116	Current (present time)	tmco	3.54
27007499	C1413365	CFTR gene	gngm	3.42
27007499	C1705150	FLT1 wt Allele	gngm	3.42
27007499	C0086597	Mediate	socb	3.42
27007499	C0127400	Mediator brand of benfluorex hydrochloride	orch	3.42
27007499	C0127400	Mediator brand of benfluorex hydrochloride	phsu	3.42
27007499	C1948023	Stimulation (motivation)	npop	3.42
27007499	C0221908	epithelial	qlco	3.42
27007499	C0872351	monolayer	clnd	3.42
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	45.13
27007499	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	45.13
27007499	C0040363	Togo	geoa	17.80
27007499	C0041260	Tryptophanase	aapp	17.80
27007499	C0041260	Tryptophanase	enzy	17.80
27007499	C0242391	Cell Membrane Proteins	aapp	9.77
27007499	C0242391	Cell Membrane Proteins	rcpt	9.77
27007499	C1413365	CFTR gene	gngm	7.06
27007499	C0442758	3/5	qnco	5.18
27007499	C1548802	Body Site Modifier - Lower	blor	5.18
27007499	C2003888	Lower (action)	acty	5.18
27007499	C0441994	Lower - spatial qualifier	spco	5.18
27007499	C1883351	To	qlco	5.18
27007499	C0542559	contextual factors	ftcn	5.18
27007499	C1318139	{Setting}	qnco	5.18
27007499	C3244092	expression level	qnco	3.98
27007499	C3146286	Due	idcn	3.68
27007499	C0678226	Due to	ftcn	3.68
27007499	C0521116	Current (present time)	tmco	3.61
27007499	C1883559	Wild Type	gngm	3.61
27007499	C0700321	Small	qnco	3.59
27007499	C0547044	Smaller	qlco	3.59
27007499	C0086597	Mediate	socb	3.56
27007499	C0127400	Mediator brand of benfluorex hydrochloride	orch	3.56
27007499	C0127400	Mediator brand of benfluorex hydrochloride	phsu	3.56
27007499	C1521840	Target	ftcn	3.55
27007499	C1948023	Stimulation (motivation)	npop	3.47
27007499	C1179841	Plasma membrane protein	aapp	3.46
27007499	C1179841	Plasma membrane protein	bacs	3.46
27007499	C0040363	Togo	geoa	17.80
27007499	C0041260	Tryptophanase	aapp	17.80
27007499	C0041260	Tryptophanase	enzy	17.80
27007499	C0009738	Congo	geoa	16.04
27007499	C0030705	Patients	podg	6.57
27007499	C0442805	Increase	ftcn	5.18
27007499	C1883351	To	qlco	5.18
27007499	C0336789	Combine	mnob	3.98
27007499	C1171362	protein expression	genf	3.60
27007499	C1948027	Couple (action)	ftcn	3.59
27007499	C0750591	consider	idcn	3.59
27007499	C0683525	treatment options	topp	3.56
27007499	C1709060	Modulator Device Component	mnob	3.52
27007499	C0684000	class differences	fndg	3.42
27007499	C3811819	CFTR wt Allele	gngm	3.42
27007499	C0441712	Mechanism (attribute)	ftcn	3.38
27007499	C1706376	Mechanism Component of Device	mnob	3.38
23440202	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.40
23440202	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.40
23440202	C0055363	Chloride Channels	aapp	19.20
23440202	C0055363	Chloride Channels	bacs	19.20
